,content,id,lat,location,lon,time,user,user_id
178,"If you're looking for work in #Boston, MA, check out this #job: https://t.co/cbCRPN3NDp #Education #Hiring #CareerArc",971765772065284096,-71.090008,"Boston,MA",42.3519178,2018-03-08 15:13:09,tmj_bos_edu,21799895
179,"Happy International Women’s Day to just a few of the strong, beautiful, and powerful women in my life @CailaQuinn… https://t.co/JRPDNRcxS4",971757260463640576,,"Boston,MA",,2018-03-08 14:39:19,margorizzi,2734492321
180,Taking back 2 years ago with this outstanding women @susipudjiastuti. Can’t wait  to see her… https://t.co/osJ7u1IXLg,971754418134757376,-71.09167506,"New York,NY",42.35912365,2018-03-08 14:28:02,pehoelv69,33851747
181,Yes I’m a Yankees fan posting a video I shot at #fenway last night in #boston the scenery was… https://t.co/hr3HTOpQCS,971754227570585600,-71.0971914,"Massachusetts, USA",42.34644218,2018-03-08 14:27:16,jimzervos1,857386491441446912
182,Celebrating #InternationalWomensDay with specialty @UnionSqDonuts 💁🏼‍♀️🍩 https://t.co/RCthJlColf,971751431022706694,,"Boston,MA",,2018-03-08 14:16:10,SmEllen_Fresh,906424448
183,"Beautiful in Boston, but give me spring. https://t.co/L8FkwVH5uY",971750354487476225,,"Boston,MA",,2018-03-08 14:11:53,BostonTweet,17531205
184,"We're #hiring! Click to apply: Lead Operations Associate - https://t.co/r1pTC1W1nW #Boston, MA #Job #Jobs #CareerArc",971748573468438528,-71.1002881,"Boston,MA",42.3476181,2018-03-08 14:04:48,tmj_bos_jobs,37935754
185,Opening Day at Fenway Park is 28 days away! https://t.co/4pbbbHUqP6,971746158157746176,,"Boston,MA",,2018-03-08 13:55:12,BostonTweet,17531205
186,"We’ll be open today, BUT at Noon rather than 11:00. We’re going slow too... see you for… https://t.co/UrBXaTWSsB",971745459399200768,-71.09686,"CENTRAL SQ., Cambridge, MA",42.36117,2018-03-08 13:52:26,centralbtlwine,59888158
187,"*clears throat* 

Somerville? More like, WINTERville. 

*high-fives self* https://t.co/3ISVQ6fFuP",971743267472764929,,"Cambridge, MA",,2018-03-08 13:43:43,SpeakkVisually,934520096642551809
188,Today: https://t.co/2NPuKt5wxj,971740006648819713,,02139,,2018-03-08 13:30:46,hoover_dam,35197742
189,@DoofiestDoofz whoa,971739277989154817,,"Cambridge, MA",,2018-03-08 13:27:52,Moomoomoo1,23379347
191,@chrystran Where is yr kickstarter,971738446850117632,,02139,,2018-03-08 13:24:34,hoover_dam,35197742
192,We are closed today.  Stay warm and safe everyone! @ Sway Aveda Spa https://t.co/ONSA94aO6J,971738364029349889,-71.0941,"Boston,MA",42.34935,2018-03-08 13:24:14,SwaySpa,1378225670
193,@SlavaMalamud Blyat!,971737989029220352,,02139,,2018-03-08 13:22:45,hoover_dam,35197742
194,https://t.co/txUBkyKhAB,971736537913315328,,new england,,2018-03-08 13:16:59,icrizzo,41655065
195,Massachusetts 2018... no filter... the 50's are back...#50usstates #massachusetts @ Longfellow… https://t.co/WgAXMBvDO8,971734388772933632,-71.07527778,,42.36166667,2018-03-08 13:08:26,grantdeans975,150620349
196,"If you're looking for work in #Boston, MA, check out this #job: https://t.co/ddNdqg4yGL #Education #Hiring #CareerArc",971732074154442752,-71.1002881,"Boston,MA",42.3476181,2018-03-08 12:59:15,tmj_bos_edu,21799895
197,Snow still flying over #Boston #charles #longfellow. https://t.co/OpAmIVWoB4,971730015183364097,,"Boston,MA",,2018-03-08 12:51:04,johnmcboston,15830771
198,Snow continues to fall in #CambMA. Please take it slow on the roads this morning and leave plenty of space for thos… https://t.co/sGf11g3Ove,971729244521947136,,"Cambridge, MA (USA)",,2018-03-08 12:48:00,CambridgePolice,157799302
199,Profiteroles @LittleDonkeyBos #centralsquare #cambridge @ Little Donkey https://t.co/clHBkJ5ZAP,971716454474289154,-71.10154,"Somerville, MA",42.3642899,2018-03-08 11:57:11,blumie,14575152
200,I get the manti every time! @LittleDonkeyBos #centralsquare #cambridge @ Little Donkey https://t.co/2BxHrkYmN1,971715419873701888,-71.10154,"Somerville, MA",42.3642899,2018-03-08 11:53:04,blumie,14575152
201,CLOSED THURSDAY due to snow. We’re going to keep staff safe and avoid travel this morning. See… https://t.co/YpBg08Lq4o,971698417960472576,-71.0836,"Cambridge, MA",42.3716,2018-03-08 10:45:30,curiocoffee,3011411781
202,@MattNBCBoston The only plus side of waking up early because your dog wants to go out? Shots like this from… https://t.co/nhLW2f26K5,971690805072158720,,"Boston,MA",,2018-03-08 10:15:15,duffwho,4707490888
203,@bba0427 디엠 드리겠습니다,971666964673265664,,02215,,2018-03-08 08:40:31,02215b,190713440
204,@thundacat830 This is like the last episode of @thexfiles when technology takes over the world. But @davidduchovny… https://t.co/UES3kz4Zsr,971637388710641666,,"Boston,MA",,2018-03-08 06:43:00,Mulder_its_me_x,955190937910734848
205,Ahh. My favorite winter time blizzard game...gunshots or a plow truck hitting rocks? The world may never know.… https://t.co/SAp7DVhlXj,971636706960125952,,"Boston,MA",,2018-03-08 06:40:17,Mulder_its_me_x,955190937910734848
206,dance bonito dance @LittleDonkeyBos #centralsquare #cambridge @ Little Donkey https://t.co/J3La5dwfSK,971631551048974336,-71.10154,"Somerville, MA",42.3642899,2018-03-08 06:19:48,blumie,14575152
207,https://t.co/VYC3NF9VAV,971626251701010432,,"Boston,MA",,2018-03-08 05:58:45,4Steinbrenner,2242882699
208,@MikePacheFox10 @RonHoonFox10  @FOX10Phoenix https://t.co/ra6R3ByVtC,971625736929918976,,"Boston,MA",,2018-03-08 05:56:42,4Steinbrenner,2242882699
209,In 10 mins: All Female Artists and Feminist Works on WMBR's KGBeats Program,971624055156740096,-71.083889,"Cambridge, MA",42.362222,2018-03-08 05:50:01,wmbr,15673749
210,"2018/03/10: Cambridge, MA, United States: Waacking Sessions Boston https://t.co/8lBmUicnph",971623804974850048,-71.0920689,Worldwide,42.3613361,2018-03-08 05:49:01,dancedeets,203930370
211,@PilarFOX10 The stream replay looks good now. Much better. Let the chatters chat without having to have it all repl… https://t.co/5zFy0UkyrK,971621296449531905,,"Boston,MA",,2018-03-08 05:39:03,4Steinbrenner,2242882699
